title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,char_building_пандус,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,hc_decoration_options,char_flat_балкон/лоджия,char_building_парковка
"Продается 2-комн. квартира, 51,47 м²",ЖК «Любоград»,"51,47 м²",24 м²,"14,2 м²",3,4,2027,Не сдан,Чистовая,Новостройка,"51,47 м²",24 м²,"14,2 м²","2,77 м",,,Чистовая,7 пассажирских,Монолитно-кирпичный,,р-н Петродворцовый,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","15 мин., 17 мин., 17 мин.",КВС,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор",,True,"9 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 41,35 м²",ЖК «Квартал Заречье»,"41,35 м²",,,5,9,2026,Не сдан,,Новостройка,"41,35 м²",,,"2,7 м",,,,5 грузовых,Монолитный,Есть,р-н Колпинский,71,3.0,"Рыбацкое, Пролетарская, Обухово","17 мин., 21 мин., 21 мин.",СЗ ИнтерГрупп,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура",,False,"8 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 39,3 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"39,3 м²","10,9 м²","20,5 м²",1,5,2027,Не сдан,Чистовая,Новостройка,"39,3 м²","10,9 м²","20,5 м²","2,89 м",1 совмещенный,Во двор,Чистовая,1 грузовой,Монолитный,,р-н Московский,,3.0,"Звездная, Проспект Ветеранов, Юго-Западная","22 мин., 23 мин., 24 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"нет просмотров, нет за сегодня",,,
"Продается студия, 25,21 м²",ЖК «Цивилизация на Неве»,"25,21 м²","12,6 м²",,2,18,2027,Не сдан,Предчистовая,Новостройка,"25,21 м²","12,6 м²",,"2,82 м",1 совмещенный,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,Есть,р-н Невский,,3.0,"Улица Дыбенко, Ломоносовская, Проспект Большевиков","7 мин., 7 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"97 просмотров, нет за сегодня",,,
"Продается студия, 26,73 м²",ЖК «Морская миля»,"26,73 м²","14,8 м²",,13,23,2027,Не сдан,Чистовая,Новостройка,"26,73 м²","14,8 м²",,"2,55 м",1 совмещенный,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Красносельский,,3.0,"Автово, Юго-Западная, Кировский завод","6 мин., 18 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"89 просмотров, нет за сегодня",,,
"Продается студия, 26,42 м²",ЖК «Морская миля»,"26,42 м²","14,7 м²",,5,23,2027,Не сдан,Чистовая,Новостройка,"26,42 м²","14,7 м²",,"2,55 м",1 совмещенный,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Красносельский,,3.0,"Автово, Юго-Западная, Кировский завод","6 мин., 18 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"82 просмотра, 3 за сегодня",,,
"Продается 1-комн. квартира, 42,72 м²",ЖК «Новикола»,"42,72 м²",,,2,8,2025,Сдан,,Новостройка,"42,72 м²",,,"2,85 м",,,,6 пассажирских,Монолитный,,р-н Красносельский,15к2,3.0,"Проспект Ветеранов, Ленинский проспект, Автово","24 мин., 24 мин., 26 мин.",ГК Технополис,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"27 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 34,67 м²",ЖК «Парадный ансамбль»,"34,67 м²",17 м²,"10,2 м²",3,5,2028,Не сдан,Чистовая,Новостройка,"34,67 м²",17 м²,"10,2 м²","2,77 м",,,Чистовая,"8 пассажирских, 8 грузовых",Монолитно-кирпичный,,р-н Московский,,3.0,"Проспект Ветеранов, Юго-Западная, Ленинский проспект","23 мин., 24 мин., 25 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"5 просмотров, 1 за сегодня",,1 лоджия,
"Продается 1-комн. квартира, 34,34 м²",ЖК «Парадный ансамбль»,"34,34 м²","10,1 м²","17,2 м²",4,5,2028,Не сдан,Чистовая,Новостройка,"34,34 м²","10,1 м²","17,2 м²","2,77 м",,,Чистовая,"9 пассажирских, 9 грузовых",Монолитно-кирпичный,,р-н Московский,,3.0,"Проспект Ветеранов, Юго-Западная, Ленинский проспект","23 мин., 24 мин., 25 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"2 просмотра, нет за сегодня",,1 балкон,
"Продается 1-комн. квартира, 35,8 м²",ЖК «Univer City. Город возможностей»,"35,8 м²","17,3 м²","10,5 м²",1,4,2025,Сдан,Чистовая,Новостройка,"35,8 м²","17,3 м²","10,5 м²","2,77 м",,,Чистовая,,Монолитно-кирпичный,Есть,р-н Пушкинский,ш. Колпинское,3.0,"Купчино, Шушары, Обухово","20 мин., 20 мин., 23 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"48 просмотров, 1 за сегодня","Чистовая с мебелью, Чистовая",1 лоджия,
