title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_балкон/лоджия,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_building_парковка,char_building_пандус,hc_decoration_options
"Продается 1-комн. квартира, 34,59 м²",ЖК «Гранат»,"34,59 м²",,,1,13,2028,Не сдан,,Новостройка,"34,59 м²",,,"2,73 м",,,,,,Монолитно-кирпичный,р-н Фрунзенский,,3.0,"Бухарестская, Международная, Волковская","16 мин., 4 мин., 6 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"26 просмотров, 1 за сегодня",,,
"Продается 2-комн. квартира, 63,52 м²",ЖК «Образцовый квартал 6.4»,"63,52 м²","28,9 м²","13,3 м²",1,4,2028,Не сдан,Предчистовая,Новостройка,"63,52 м²","28,9 м²","13,3 м²","2,87 м",1 совмещенный,1 балкон,,Предчистовая,1 пассажирский,Монолитно-кирпичный,р-н Пушкинский,,3.0,"Купчино, Звездная, Московская","20 мин., 21 мин., 22 мин.",,,,,,,,True,"15 просмотров, 1 за сегодня",Наземная,,
"Продается 1-комн. квартира, 49,4 м²",ЖК «Тайм Сквер»,"49,4 м²",,,9,13,2025,Сдан,,Новостройка,"49,4 м²",,,"2,74 м",,,,,,Монолитно-кирпичный,р-н Приморский,,3.0,"Комендантский проспект, Старая Деревня, Беговая","11 мин., 14 мин., 14 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"18 просмотров, нет за сегодня",,,
"Продается студия, 29,08 м²",ЖК «LEGENDA Васильевского»,"29,08 м²","17,2 м²",5 м²,5,10,2029,Не сдан,Предчистовая,Новостройка,"29,08 м²","17,2 м²",5 м²,"2,72 м",1 совмещенный,1 балкон,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Василеостровский,к1,3.0,"Горный институт, Василеостровская, Приморская","15 мин., 5 мин., 6 мин.",LEGENDA Intelligent Development,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"77 просмотров, 3 за сегодня",,,"Предчистовая, Черновая"
"Продается 2-комн. квартира, 53,3 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"53,3 м²","25,2 м²","13,1 м²",1,5,2027,Не сдан,Чистовая,Новостройка,"53,3 м²","25,2 м²","13,1 м²","2,89 м","1 совмещенный, 1 раздельный",,На улицу и двор,Чистовая,1 грузовой,Монолитный,р-н Московский,,3.0,"Звездная, Проспект Ветеранов, Юго-Западная","22 мин., 23 мин., 24 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"1 просмотр, нет за сегодня",,,
"Продается 2-комн. квартира, 51,39 м²",ЖК «PLUS Пулковский (Плюс Пулковский)»,"51,39 м²","26,5 м²","12,4 м²",1,5,2027,Не сдан,Чистовая,Новостройка,"51,39 м²","26,5 м²","12,4 м²","2,89 м",1 совмещенный,1 балкон,На улицу и двор,Чистовая,1 грузовой,Монолитный,р-н Московский,,3.0,"Звездная, Проспект Ветеранов, Юго-Западная","22 мин., 23 мин., 24 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"2 просмотра, нет за сегодня",,,
"Продается 1-комн. квартира, 40,94 м²",ЖК «Цивилизация на Неве»,"40,94 м²","11,2 м²",17 м²,7,23,2027,Не сдан,Предчистовая,Новостройка,"40,94 м²","11,2 м²",17 м²,"2,82 м",1 совмещенный,1 лоджия,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Невский,,3.0,"Улица Дыбенко, Ломоносовская, Новочеркасская","7 мин., 7 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"72 просмотра, нет за сегодня",Наземная,Есть,
"Продается 1-комн. квартира, 31,93 м²",ЖК «Гранат»,"31,93 м²",,,1,13,2028,Не сдан,,Новостройка,"31,93 м²",,,"2,73 м",,,,,,Монолитно-кирпичный,р-н Фрунзенский,,3.0,"Бухарестская, Международная, Волковская","16 мин., 4 мин., 6 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"3 просмотра, нет за сегодня",,,
"Продается 2-комн. квартира, 55,52 м²",ЖК «Речной квартал»,"55,52 м²","22,1 м²","15,5 м²",3,24,2028,Не сдан,Черновая,Новостройка,"55,52 м²","22,1 м²","15,5 м²","2,7 м",,,,Черновая,"1 пассажирский, 1 грузовой",Монолитный,р-н Невский,,3.0,"Ломоносовская, Пролетарская, Обухово","9 мин., 10 мин., 10 мин.",,,,,,,,False,"9 просмотров, нет за сегодня",Подземная,,Черновая
"Продается 1-комн. квартира, 34,9 м²",ЖК «ЛСР. Большая Охта»,"34,9 м²","10,7 м²","16,8 м²",3,10,2027,Не сдан,Предчистовая,Новостройка,"34,9 м²","10,7 м²","16,8 м²","2,72 м",1 совмещенный,,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,8к2,3.0,"Ладожская, Новочеркасская, Чернышевская","5 мин., 4 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"71 просмотр, нет за сегодня",,,
"Продается 3-комн. квартира, 61,5 м²",ЖК «Цветной Город»,"61,5 м²","34,2 м²","15,6 м²",18,23,2025,Не сдан,Чистовая,Новостройка,"61,5 м²","34,2 м²","15,6 м²","2,57 м",1 раздельный,"1 лоджия, 1 балкон",Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","19 мин., 15 мин., 15 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,"Панельный, монолитный","Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура",,True,"4 просмотра, нет за сегодня",Наземная,,"Чистовая, Чистовая с мебелью"
